Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Spending_Per_Age
03-102-0288,21,Male,Middle,Married,Master's,Middle,San Isidro,Furniture,156.48,7,In-Store,5,1,0.0,Low,Not Sensitive,2,5,Medium,Desktop,Other,3/13/2024,False,True,Wants-based,No Preference,4,7.451428571428571
74-033-1145,27,Polygender,High,Widowed,Bachelor's,Middle,Mranggen,Jewelry & Accessories,489.66,11,Mixed,5,1,0.0,High,Not Sensitive,2,6,,Tablet,Other,1/18/2024,True,False,Wants-based,Standard,3,18.135555555555555
24-272-6205,39,Agender,High,Divorced,Master's,High,Cigadog,Packages),161.85,9,In-Store,5,3,0.0,High,Very Sensitive,0,4,Medium,Smartphone,Other,4/25/2024,True,False,Need-based,No Preference,10,4.1499999999999995
90-170-1951,34,Male,Middle,Widowed,Master's,High,Caitang,Electronics,204.47,7,Online,2,1,1.0,,Very Sensitive,2,9,,Smartphone,Credit Card,8/15/2024,True,True,Wants-based,No Preference,3,6.013823529411765
73-259-8940,34,Female,Middle,Widowed,Bachelor's,Middle,Masoyila,Hotels,315.03,4,Online,1,5,0.0,High,Very Sensitive,1,6,Low,Tablet,PayPal,11/10/2024,True,False,Planned,Express,2,9.265588235294118
77-796-5786,42,Male,Middle,Single,Master's,High,Beiyuan,Furniture,330.36,12,In-Store,5,5,1.0,Low,Very Sensitive,1,4,Low,Tablet,Other,6/29/2024,True,True,Need-based,No Preference,3,7.865714285714286
23-949-1954,42,Male,Middle,Single,Bachelor's,Middle,Kariya,Toys & Games,456.83,5,Online,2,5,0.0,,Not Sensitive,0,9,High,Tablet,Credit Card,6/20/2024,False,False,Need-based,No Preference,13,10.876904761904761
51-313-7293,31,Male,High,Widowed,Bachelor's,High,Malakhovka,Jewelry & Accessories,236.05,6,In-Store,2,3,0.0,,Very Sensitive,1,4,High,Desktop,Other,11/16/2024,False,True,Need-based,No Preference,13,7.614516129032259
62-797-9254,35,Female,High,Widowed,High School,High,At-Bashi,Home Appliances,289.28,9,Online,3,5,1.0,High,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,6/29/2024,False,True,Wants-based,Express,13,8.265142857142857
27-941-4995,27,Female,High,Married,High School,Middle,Sankeyushu,Packages),483.77,5,In-Store,1,2,0.0,,Very Sensitive,0,5,,Desktop,Credit Card,7/20/2024,False,False,Wants-based,No Preference,10,17.917407407407406
01-799-2615,45,Male,Middle,Married,High School,Middle,Limoges,Furniture,64.5,7,In-Store,3,4,1.0,High,Somewhat Sensitive,1,7,High,Desktop,Credit Card,7/28/2024,True,False,Wants-based,No Preference,13,1.4333333333333333
82-133-0444,43,Male,High,Married,Bachelor's,Middle,Hägersten,Groceries,436.57,4,Mixed,5,3,1.0,High,Not Sensitive,2,10,Low,Desktop,Debit Card,2/2/2024,False,False,Wants-based,Standard,3,10.152790697674419
43-920-9499,35,Bigender,Middle,Widowed,High School,Middle,Tarata,Food & Beverages,364.48,2,Mixed,3,3,0.2,,Very Sensitive,2,5,,Smartphone,Other,9/26/2024,False,False,Planned,No Preference,13,10.413714285714287
17-551-9779,33,Female,Middle,Widowed,Master's,High,Marabahan,Beauty & Personal Care,221.88,12,In-Store,1,4,2.0,Low,Somewhat Sensitive,1,6,,Desktop,Other,4/4/2024,True,False,Need-based,Express,9,6.723636363636364
49-037-2300,31,Female,Middle,Single,High School,Middle,Eslāmābād,Clothing,278.21,3,Mixed,5,1,2.0,Low,Somewhat Sensitive,0,7,Low,Tablet,Other,10/22/2024,True,False,Need-based,No Preference,14,8.974516129032258
95-876-9757,31,Female,High,Married,Master's,High,Emar,Health Supplements,344.43,7,Online,3,5,0.0,Medium,Not Sensitive,2,4,Medium,Desktop,Credit Card,7/12/2024,True,False,Impulsive,Standard,5,11.110645161290323
47-947-4888,26,Male,High,Single,Master's,High,Baisha,Baby Products,326.08,11,In-Store,4,3,2.0,Medium,Not Sensitive,2,6,Medium,Tablet,PayPal,6/30/2024,True,True,Impulsive,Express,8,12.541538461538462
83-003-2165,49,Male,High,Married,Bachelor's,Middle,Magdalena,Gardening & Outdoors,437.97,8,Online,4,2,0.0,High,Not Sensitive,0,7,Medium,Tablet,Debit Card,4/2/2024,True,True,Need-based,Express,12,8.938163265306123
27-619-9264,23,Male,High,Single,Master's,High,Göteborg,Packages),391.87,3,Online,1,4,2.0,High,Very Sensitive,0,2,Medium,Desktop,Cash,2/16/2024,True,False,Planned,Standard,6,17.03782608695652
49-476-1729,42,Male,High,Single,Master's,Middle,Skórzec,Travel & Leisure (Flights,333.41,3,Online,2,5,1.0,High,Very Sensitive,1,6,,Tablet,PayPal,1/31/2024,False,False,Planned,Standard,3,7.938333333333334
64-803-7087,32,Male,Middle,Single,Bachelor's,High,São João dos Inhamuns,Groceries,251.54,9,Online,5,1,0.0,High,Not Sensitive,2,10,Low,Desktop,PayPal,10/9/2024,True,False,Impulsive,No Preference,1,7.860625
01-925-4021,37,Female,Middle,Single,High School,Middle,Tambaksari,Electronics,292.08,7,In-Store,3,2,1.0,High,Somewhat Sensitive,2,9,Low,Smartphone,Credit Card,4/9/2024,False,False,Need-based,Standard,11,7.894054054054053
51-116-5937,25,Polygender,High,Widowed,Bachelor's,Middle,Lazarat,Travel & Leisure (Flights,204.29,11,In-Store,5,4,0.0,,Not Sensitive,2,1,Medium,Smartphone,PayPal,5/16/2024,False,False,Impulsive,Express,12,8.1716
72-454-2741,49,Male,Middle,Single,High School,Middle,Belene,Packages),258.68,4,Online,4,2,1.0,Low,Somewhat Sensitive,0,9,,Desktop,Credit Card,10/22/2024,False,False,Impulsive,No Preference,9,5.2791836734693875
96-484-1000,26,Male,Middle,Married,Bachelor's,High,Xiangshan,Gardening & Outdoors,258.02,2,In-Store,3,2,1.0,Low,Very Sensitive,2,4,High,Desktop,PayPal,11/8/2024,True,True,Need-based,Express,13,9.923846153846153
07-834-3350,29,Female,High,Single,Master's,Middle,San Luis,Gardening & Outdoors,181.87,12,Mixed,4,1,1.0,Medium,Not Sensitive,2,4,High,Desktop,Debit Card,9/1/2024,False,True,Wants-based,No Preference,11,6.271379310344828
11-802-5604,26,Male,High,Divorced,High School,Middle,Zengfu,Groceries,81.18,8,Online,4,5,1.0,Low,Not Sensitive,2,3,High,Tablet,Cash,5/17/2024,False,False,Impulsive,Express,3,3.1223076923076927
41-750-4105,23,Female,High,Divorced,Master's,High,Tingsryd,Books,382.94,8,In-Store,1,3,0.0,Medium,Not Sensitive,0,6,,Desktop,Debit Card,5/19/2024,False,False,Need-based,Standard,3,16.649565217391306
31-491-8457,47,Female,High,Single,Bachelor's,High,Tipaz,Beauty & Personal Care,402.82,7,Online,4,5,0.0,,Somewhat Sensitive,2,2,Low,Smartphone,Debit Card,1/25/2024,False,False,Wants-based,No Preference,13,8.57063829787234
86-257-9581,30,Male,High,Single,Bachelor's,Middle,Wādī as Salqā,Gardening & Outdoors,497.76,2,In-Store,1,2,2.0,High,Very Sensitive,2,3,Medium,Smartphone,Credit Card,3/8/2024,True,True,Wants-based,No Preference,4,16.592
22-981-6595,26,Female,High,Single,High School,High,Wasagu,Furniture,227.58,5,Online,4,2,1.0,High,Not Sensitive,0,1,Low,Tablet,Credit Card,7/13/2024,True,False,Need-based,No Preference,11,8.753076923076923
54-002-5845,35,Female,High,Divorced,Bachelor's,High,Wangsi,Electronics,263.57,2,Mixed,2,3,0.0,High,Somewhat Sensitive,1,9,,Tablet,PayPal,11/21/2024,True,True,Impulsive,Express,8,7.530571428571428
31-927-7787,40,Male,High,Married,High School,High,Esmeralda,Baby Products,422.09,3,In-Store,4,1,1.0,High,Not Sensitive,0,9,Medium,Tablet,PayPal,3/31/2024,True,False,Need-based,Standard,7,10.552249999999999
46-098-9737,35,Male,Middle,Married,Master's,High,Chivilcoy,Gardening & Outdoors,411.83,2,In-Store,2,3,2.0,High,Not Sensitive,1,3,Medium,Tablet,PayPal,4/28/2024,True,True,Impulsive,Standard,10,11.766571428571428
27-017-7173,21,Male,Middle,Single,Master's,Middle,São Miguel do Araguaia,Software & Apps,242.65,3,Mixed,5,3,0.2,,Very Sensitive,2,8,,Tablet,Cash,7/9/2024,False,True,Planned,No Preference,9,11.554761904761905
53-102-9949,41,Male,Middle,Widowed,Master's,Middle,Libei,Sports & Outdoors,298.93,6,Mixed,5,2,0.2,,Somewhat Sensitive,2,1,,Tablet,PayPal,9/22/2024,True,True,Planned,Express,2,7.290975609756098
02-676-9312,44,Female,High,Single,Bachelor's,High,Araci,Mobile Accessories,191.21,7,Mixed,5,4,1.0,Low,Very Sensitive,2,6,Low,Smartphone,Debit Card,4/4/2024,False,False,Need-based,No Preference,13,4.345681818181818
28-969-7540,44,Female,High,Married,Master's,Middle,Kuçovë,Electronics,136.67,3,Online,3,1,1.0,Low,Somewhat Sensitive,0,2,High,Desktop,PayPal,6/20/2024,False,True,Impulsive,Standard,1,3.1061363636363635
30-083-9565,37,Male,Middle,Widowed,Master's,High,Bokong Timur,Sports & Outdoors,324.11,11,Online,3,3,2.0,,Very Sensitive,0,2,Low,Smartphone,Cash,3/22/2024,False,False,Impulsive,No Preference,7,8.759729729729731
30-975-0306,40,Female,High,Widowed,Bachelor's,High,Gaowu,Animal Feed,105.64,6,Online,1,3,0.0,Low,Very Sensitive,2,1,,Smartphone,Other,4/6/2024,True,True,Planned,No Preference,12,2.641
14-364-4904,43,Male,High,Widowed,Master's,High,Guéret,Electronics,295.6,10,Online,1,2,1.0,High,Somewhat Sensitive,0,9,Low,Desktop,Credit Card,5/20/2024,True,True,Need-based,Standard,5,6.874418604651163
08-652-2085,48,Male,Middle,Single,Master's,High,Postřekov,Animal Feed,227.03,9,In-Store,4,4,2.0,Low,Not Sensitive,2,7,High,Tablet,Other,4/9/2024,True,True,Need-based,No Preference,4,4.729791666666666
67-037-2087,32,Female,High,Divorced,Bachelor's,Middle,Gobojango,Hotels,485.77,10,Mixed,1,2,0.0,Low,Not Sensitive,2,6,,Tablet,Cash,12/4/2024,False,False,Planned,No Preference,6,15.1803125
09-737-8354,37,Female,Middle,Widowed,High School,High,Tandahimba,Animal Feed,173.43,4,In-Store,3,3,0.0,Medium,Not Sensitive,2,1,Low,Desktop,PayPal,5/27/2024,True,True,Need-based,No Preference,14,4.687297297297297
12-417-5609,29,Female,Middle,Widowed,High School,Middle,Iwade,Baby Products,462.96,2,Online,4,2,0.0,High,Very Sensitive,2,6,High,Tablet,Cash,7/1/2024,True,False,Planned,No Preference,3,15.964137931034482
25-096-6830,36,Male,High,Divorced,High School,Middle,La Guata,Mobile Accessories,203.13,10,Online,4,3,2.0,,Somewhat Sensitive,1,5,High,Tablet,Debit Card,8/15/2024,True,False,Impulsive,Standard,6,5.6425
91-558-5922,50,Female,High,Married,Master's,High,Saint-Brieuc,Toys & Games,443.11,9,In-Store,1,2,1.0,,Very Sensitive,0,10,Low,Tablet,Other,1/19/2024,True,True,Wants-based,No Preference,1,8.8622
25-560-4506,31,Bigender,High,Divorced,High School,High,Paya Dapur,Health Supplements,254.83,2,Mixed,1,2,1.0,,Somewhat Sensitive,1,2,Low,Desktop,Credit Card,9/18/2024,False,False,Wants-based,Standard,1,8.220322580645162
33-609-0598,29,Female,High,Single,Master's,Middle,Xinzha,Luxury Goods,336.89,4,Online,2,1,2.0,Medium,Very Sensitive,1,7,High,Smartphone,Credit Card,6/17/2024,False,False,Planned,Express,9,11.616896551724137
45-337-1798,26,Male,Middle,Married,Bachelor's,Middle,Al Qārah,Baby Products,337.17,8,In-Store,5,5,0.0,Low,Not Sensitive,1,6,Medium,Tablet,Credit Card,7/26/2024,False,True,Wants-based,No Preference,3,12.968076923076923
34-265-8558,22,Female,High,Single,High School,High,Antipolo,Food & Beverages,429.24,2,Online,2,2,2.0,Medium,Very Sensitive,0,3,,Desktop,Cash,3/11/2024,False,False,Planned,No Preference,13,19.51090909090909
67-323-7406,35,Female,High,Married,High School,High,Yuyangguan,Electronics,197.7,7,Mixed,3,5,2.0,High,Somewhat Sensitive,1,6,Medium,Desktop,Cash,9/27/2024,False,False,Need-based,Standard,9,5.648571428571429
40-149-8247,23,Male,Middle,Married,Bachelor's,Middle,Qiman,Home Appliances,336.96,2,In-Store,5,2,2.0,High,Not Sensitive,0,7,Low,Tablet,PayPal,9/5/2024,True,True,Impulsive,No Preference,7,14.650434782608695
37-361-8691,40,Female,High,Married,High School,High,Maguwon,Packages),489.81,11,Mixed,3,2,1.0,Low,Very Sensitive,0,1,,Tablet,Credit Card,12/22/2024,False,False,Wants-based,No Preference,3,12.24525
17-763-9416,32,Female,High,Single,High School,Middle,Tsibulev,Software & Apps,455.55,8,Mixed,4,4,1.0,High,Somewhat Sensitive,0,6,High,Desktop,PayPal,10/29/2024,False,False,Planned,No Preference,10,14.2359375
56-453-8263,29,Male,Middle,Divorced,Master's,Middle,San Antonio Aguas Calientes,Mobile Accessories,266.61,3,Online,3,1,1.0,Medium,Very Sensitive,2,8,,Tablet,Debit Card,6/6/2024,True,False,Need-based,Standard,7,9.19344827586207
19-560-0717,50,Polygender,Middle,Married,High School,High,Pombas,Travel & Leisure (Flights,460.88,5,Mixed,3,4,2.0,,Not Sensitive,2,4,High,Tablet,Cash,4/12/2024,True,False,Impulsive,Standard,2,9.2176
40-199-1803,42,Male,High,Single,High School,Middle,Ku‘aydinah,Health Supplements,361.4,2,In-Store,2,5,1.0,Medium,Somewhat Sensitive,0,5,Medium,Desktop,Credit Card,12/21/2024,False,True,Impulsive,No Preference,7,8.604761904761904
09-332-0236,47,Female,Middle,Divorced,Master's,Middle,San Marcos,Baby Products,51.86,4,Mixed,3,5,0.2,Medium,Not Sensitive,2,6,High,Tablet,Credit Card,12/25/2024,False,True,Need-based,No Preference,6,1.103404255319149
83-982-5300,27,Male,Middle,Married,High School,Middle,Chum Phae,Office Supplies,310.16,5,Mixed,5,3,1.0,,Somewhat Sensitive,0,4,High,Desktop,Cash,12/1/2024,False,False,Need-based,Standard,14,11.487407407407408
46-662-1571,40,Female,Middle,Widowed,Master's,Middle,La Laja,Packages),300.73,8,Online,4,2,1.0,Low,Somewhat Sensitive,2,9,High,Desktop,Cash,3/31/2024,True,True,Need-based,No Preference,10,7.51825
20-699-9217,28,Female,High,Married,High School,Middle,San Juan del Cesar,Packages),356.87,12,Mixed,1,4,0.0,High,Not Sensitive,1,9,Medium,Smartphone,Debit Card,10/12/2024,False,True,Impulsive,Standard,10,12.745357142857143
26-150-0209,28,Male,Middle,Widowed,High School,Middle,Taiyigong,Clothing,82.37,6,Mixed,1,1,1.0,Medium,Not Sensitive,0,4,Medium,Smartphone,Credit Card,12/25/2024,False,False,Impulsive,Standard,2,2.9417857142857144
94-985-5336,29,Female,High,Divorced,Bachelor's,High,Gävle,Clothing,372.6,3,Mixed,4,5,1.0,High,Very Sensitive,2,6,Low,Tablet,PayPal,1/11/2024,True,True,Planned,Express,10,12.848275862068967
97-715-3606,29,Female,Middle,Widowed,High School,High,Tayabamba,Animal Feed,78.32,9,Online,2,4,2.0,Low,Somewhat Sensitive,2,10,Low,Smartphone,PayPal,7/29/2024,False,True,Need-based,Standard,7,2.7006896551724138
02-100-4320,32,Female,High,Single,Master's,High,Majennang,Baby Products,71.72,12,Online,3,5,1.0,High,Somewhat Sensitive,2,5,Low,Tablet,PayPal,1/11/2024,True,True,Wants-based,Express,13,2.24125
16-070-0138,39,Female,High,Single,High School,High,Njeru,Luxury Goods,241.1,12,In-Store,1,5,2.0,,Not Sensitive,2,2,Medium,Desktop,Credit Card,7/30/2024,False,True,Planned,No Preference,8,6.182051282051282
82-474-5074,22,Male,Middle,Married,Bachelor's,High,Ambatolaona,Travel & Leisure (Flights,96.86,9,Mixed,5,5,0.0,,Not Sensitive,2,10,Medium,Desktop,Debit Card,7/28/2024,False,True,Wants-based,Standard,7,4.402727272727272
36-444-5336,48,Male,Middle,Divorced,Master's,High,Jianggang,Food & Beverages,276.25,11,In-Store,2,1,2.0,High,Not Sensitive,2,4,,Smartphone,Cash,11/11/2024,True,True,Impulsive,Express,8,5.755208333333333
54-680-5344,29,Male,Middle,Widowed,Master's,Middle,Langkou,Office Supplies,318.45,10,In-Store,2,1,2.0,,Somewhat Sensitive,2,4,High,Smartphone,Other,10/25/2024,False,True,Planned,No Preference,5,10.98103448275862
16-364-8096,41,Female,High,Married,High School,High,Horní Suchá,Animal Feed,117.03,6,Online,3,2,0.0,,Very Sensitive,2,9,Medium,Tablet,Cash,9/20/2024,False,False,Impulsive,Standard,5,2.854390243902439
62-644-8183,50,Female,Middle,Married,Master's,High,Haradok,Toys & Games,490.41,7,Online,3,5,1.0,Medium,Very Sensitive,1,10,Low,Tablet,Other,10/22/2024,True,False,Planned,Standard,5,9.808200000000001
59-971-0799,48,Male,Middle,Divorced,Bachelor's,High,Vichuga,Health Supplements,476.42,7,In-Store,1,1,1.0,High,Very Sensitive,0,2,High,Desktop,Debit Card,9/9/2024,True,False,Need-based,Standard,2,9.925416666666667
64-031-2046,29,Female,High,Divorced,Master's,High,Luci,Beauty & Personal Care,392.27,5,Mixed,4,5,1.0,High,Not Sensitive,0,2,Low,Tablet,Other,7/17/2024,True,False,Wants-based,No Preference,7,13.52655172413793
87-079-0237,36,Male,High,Single,Bachelor's,Middle,Guolemude,Hotels,207.24,9,Online,2,2,0.0,Low,Not Sensitive,0,6,,Desktop,Debit Card,5/12/2024,True,False,Impulsive,No Preference,3,5.756666666666667
78-091-8662,43,Male,High,Divorced,High School,Middle,Prengtale,Gardening & Outdoors,141.63,3,Online,4,1,1.0,,Somewhat Sensitive,1,8,Low,Smartphone,Cash,10/11/2024,True,True,Planned,Express,11,3.293720930232558
62-720-2922,30,Male,High,Widowed,Bachelor's,High,Cabanas,Home Appliances,244.47,5,Online,3,4,1.0,High,Very Sensitive,1,5,Low,Smartphone,Cash,6/23/2024,False,False,Impulsive,No Preference,4,8.149
47-528-3961,24,Male,High,Married,Master's,High,Faīẕābād,Gardening & Outdoors,251.63,9,Online,3,1,0.0,Low,Not Sensitive,0,2,High,Desktop,Credit Card,8/23/2024,True,True,Need-based,Express,10,10.484583333333333
21-808-2293,30,Male,Middle,Divorced,Bachelor's,Middle,Sukumo,Toys & Games,431.78,12,Online,1,3,1.0,Medium,Very Sensitive,1,8,Low,Smartphone,PayPal,2/15/2024,True,False,Impulsive,No Preference,7,14.392666666666665
22-022-9256,37,Female,Middle,Married,Master's,High,Fenglu,Jewelry & Accessories,303.09,2,Online,2,5,1.0,,Very Sensitive,2,9,,Tablet,Other,1/10/2024,False,False,Impulsive,No Preference,11,8.191621621621621
96-772-7220,40,Male,High,Married,Bachelor's,High,Tanjungbalai,Travel & Leisure (Flights,341.24,9,Mixed,5,5,2.0,Low,Somewhat Sensitive,1,3,,Tablet,Credit Card,11/18/2024,True,False,Need-based,Standard,4,8.531
25-866-7286,30,Female,Middle,Divorced,Master's,High,Carrefour,Electronics,211.39,10,Online,4,5,1.0,Medium,Not Sensitive,0,1,Low,Desktop,Other,5/10/2024,True,False,Planned,Express,1,7.046333333333333
72-694-4159,39,Female,Middle,Married,Bachelor's,Middle,Tewulike,Electronics,379.21,9,Mixed,1,5,1.0,Low,Somewhat Sensitive,1,1,High,Smartphone,PayPal,9/18/2024,True,True,Impulsive,No Preference,1,9.723333333333333
10-079-8237,46,Female,High,Widowed,Master's,High,Hejiang,Mobile Accessories,309.53,8,Mixed,2,1,1.0,,Very Sensitive,2,6,,Smartphone,Cash,4/14/2024,False,True,Planned,Standard,5,6.7289130434782605
47-460-8015,48,Male,Middle,Divorced,Master's,High,Yaizu,Books,359.45,6,Online,4,1,2.0,Low,Not Sensitive,1,8,Medium,Desktop,Other,3/6/2024,False,False,Impulsive,Standard,11,7.488541666666666
06-061-0023,20,Female,High,Widowed,High School,Middle,Kembé,Hotels,479.62,8,In-Store,3,1,2.0,High,Not Sensitive,1,3,Low,Tablet,Other,4/19/2024,False,False,Planned,Express,10,23.981
80-487-2550,34,Male,High,Married,Bachelor's,Middle,Novokayakent,Electronics,208.6,2,Mixed,5,1,2.0,,Somewhat Sensitive,0,5,High,Smartphone,Credit Card,2/29/2024,True,True,Impulsive,Standard,3,6.135294117647058
23-617-2637,50,Female,Middle,Single,Master's,High,Hekou,Software & Apps,180.21,2,Mixed,5,5,0.0,,Very Sensitive,1,1,Medium,Desktop,Cash,1/22/2024,False,True,Need-based,Express,14,3.6042
60-005-5187,25,Male,Middle,Single,High School,High,Bailadores,Electronics,197.9,3,Mixed,2,1,2.0,Medium,Not Sensitive,0,8,High,Desktop,Debit Card,1/18/2024,True,True,Wants-based,Standard,14,7.916
24-371-5870,49,Male,Middle,Single,Bachelor's,High,Masuda,Home Appliances,362.3,7,Online,4,2,0.2,Low,Not Sensitive,0,4,Low,Tablet,Other,9/30/2024,True,True,Planned,Standard,6,7.393877551020409
02-055-8248,25,Female,High,Divorced,Bachelor's,High,Martanesh,Health Supplements,159.53,11,Mixed,3,4,2.0,Low,Very Sensitive,0,3,Low,Desktop,Cash,4/27/2024,True,True,Impulsive,Express,7,6.3812
54-238-5459,40,Female,High,Widowed,High School,High,Xinzhou,Jewelry & Accessories,149.52,9,In-Store,2,5,1.0,,Somewhat Sensitive,0,6,,Smartphone,Cash,3/10/2024,False,False,Wants-based,No Preference,8,3.7380000000000004
85-922-0190,19,Female,High,Widowed,Bachelor's,High,Nanfeng,Toys & Games,206.32,5,Online,3,3,1.0,Low,Not Sensitive,0,4,,Desktop,PayPal,10/12/2024,True,False,Wants-based,Express,12,10.858947368421052
48-271-1908,40,Bigender,High,Single,Bachelor's,High,Oke Ila,Baby Products,308.58,11,Online,2,5,2.0,Medium,Not Sensitive,0,7,Medium,Smartphone,Debit Card,5/21/2024,False,True,Need-based,Express,12,7.714499999999999
46-978-3874,22,Female,High,Single,High School,Middle,Rio Pardo,Groceries,91.34,5,Online,2,1,1.0,,Not Sensitive,0,1,,Smartphone,Debit Card,1/10/2024,True,True,Impulsive,Express,6,4.151818181818182
53-595-7635,25,Female,High,Divorced,High School,Middle,Pingtang,Luxury Goods,455.44,7,Mixed,4,2,1.0,Low,Very Sensitive,2,3,Low,Smartphone,Other,5/7/2024,False,False,Need-based,No Preference,3,18.2176
08-185-6608,32,Female,High,Divorced,Master's,Middle,Podbrdo,Baby Products,468.16,8,Online,3,5,1.0,Low,Somewhat Sensitive,1,5,High,Desktop,Credit Card,1/22/2024,False,False,Planned,Standard,2,14.63
20-562-2569,44,Female,High,Divorced,Bachelor's,High,Aramayuan,Mobile Accessories,463.67,5,Online,2,4,0.3,High,Not Sensitive,2,4,,Tablet,PayPal,7/7/2024,True,False,Need-based,Standard,5,10.537954545454546
41-366-4205,50,Female,High,Single,High School,Middle,Paquera,Gardening & Outdoors,69.78,9,Mixed,4,3,2.0,Low,Very Sensitive,0,6,Low,Tablet,Cash,3/28/2024,True,False,Wants-based,No Preference,9,1.3956
77-241-7621,26,Male,High,Married,Bachelor's,High,Warudoyong,Food & Beverages,453.37,10,Mixed,1,1,2.0,Low,Very Sensitive,0,6,High,Desktop,Credit Card,3/11/2024,True,True,Wants-based,Express,9,17.43730769230769
53-091-2176,21,Female,High,Widowed,Bachelor's,Middle,Béziers,Baby Products,106.15,12,In-Store,4,4,0.3,Low,Somewhat Sensitive,0,5,Medium,Desktop,Cash,3/30/2024,True,True,Impulsive,Standard,8,5.0547619047619055
48-203-9118,21,Female,Middle,Single,High School,High,Dongzhou,Health Care,378.47,6,Online,5,2,0.33,Medium,Not Sensitive,1,10,Low,Tablet,Other,12/8/2024,False,False,Planned,Express,2,18.022380952380953
